15233 58644
844 845 0.047619
682 846 0.9
682 684 0.0588235
682 847 0.0625
846 684 0.0588235
846 847 0.0625
684 847 0.0625
848 849 0.9
850 851 0.2
850 852 0.333333
851 852 0.333333
853 854 0.9
855 856 0.9
855 857 0.333333
855 858 0.0625
856 857 0.333333
856 858 0.0625
857 858 0.0625
859 860 0.9
861 858 0.0625
861 862 0.025
858 862 0.025
173 174 0.0232558
863 696 0.142857
809 864 0.5
863 696 0.142857
124 145 0.0114943
124 562 0.0113636
124 751 0.047619
145 562 0.0113636
145 751 0.047619
562 751 0.047619
782 784 0.0108696
865 866 0.0322581
867 868 0.9
866 869 0.2
750 184 0.166667
870 346 0.0416667
169 170 0.030303
103 609 0.0769231
103 13 0.5
609 13 0.5
871 553 0.0135135
66 872 0.25
66 873 0.0666667
66 874 0.0833333
872 873 0.0666667
872 874 0.0833333
873 874 0.0833333
875 15 0.0144928
875 505 0.333333
15 505 0.333333
66 876 0.05
66 653 0.03125
876 653 0.03125
185 186 0.0277778
877 502 0.333333
877 878 0.5
502 878 0.5
444 442 0.037037
814 815 0.166667
796 551 0.0833333
592 593 0.0714286
592 8 0.0128205
592 9 0.01
593 8 0.0128205
593 9 0.01
8 9 0.01
879 880 0.047619
480 481 0.0322581
225 226 0.0384615
225 227 0.0192308
225 145 0.0114943
225 881 0.125
226 227 0.0192308
226 145 0.0114943
226 881 0.125
227 145 0.0114943
227 881 0.125
145 881 0.125
225 226 0.0384615
225 227 0.0192308
225 145 0.0114943
226 227 0.0192308
226 145 0.0114943
227 145 0.0114943
882 883 0.0222222
882 559 0.00819672
883 559 0.00819672
884 885 0.0163934
866 886 0.5
124 145 0.0114943
124 562 0.0113636
124 751 0.047619
145 562 0.0113636
145 751 0.047619
562 751 0.047619
333 261 0.125
333 887 0.030303
261 887 0.030303
888 889 0.333333
60 61 0.0333333
890 221 0.0116279
891 892 0.9
893 511 0.0344828
185 186 0.0277778
270 271 0.0666667
270 272 0.0714286
271 272 0.0714286
800 799 0.0277778
894 895 0.333333
894 571 0.0909091
894 572 0.025641
894 896 0.25
894 897 0.2
895 571 0.0909091
895 572 0.025641
895 896 0.25
895 897 0.2
571 572 0.025641
571 896 0.25
571 897 0.2
572 896 0.25
572 897 0.2
896 897 0.2
571 572 0.025641
571 898 0.2
572 898 0.2
616 617 0.0714286
870 346 0.0416667
747 634 0.0119048
265 191 0.5
265 613 0.0217391
191 613 0.0217391
310 94 0.0769231
419 772 0.0625
419 420 0.0588235
772 420 0.0588235
373 41 0.0149254
373 42 0.0333333
373 314 0.2
41 42 0.0333333
41 314 0.2
42 314 0.2
899 900 0.9
901 902 0.25
901 903 0.166667
902 903 0.166667
904 905 0.9
906 907 0.25
906 908 0.111111
907 908 0.111111
909 910 0.9
911 912 0.2
913 914 0.9
915 916 0.9
915 917 0.142857
916 917 0.142857
918 919 0.9
920 921 0.9
922 923 0.25
924 925 0.9
924 926 0.5
924 927 0.037037
925 926 0.5
925 927 0.037037
926 927 0.037037
928 929 0.2
419 420 0.0588235
419 930 0.0555556
420 930 0.0555556
396 397 0.5
396 398 0.125
397 398 0.125
793 562 0.0113636
793 249 0.0222222
562 249 0.0222222
336 376 0.0714286
336 377 0.0333333
336 378 0.2
376 377 0.0333333
376 378 0.2
377 378 0.2
605 931 0.9
605 932 0.5
931 932 0.5
933 934 0.9
933 935 0.5
934 935 0.5
207 936 0.9
207 482 0.0263158
936 482 0.0263158
249 937 0.0625
335 382 0.0140845
335 383 0.030303
382 383 0.030303
75 76 0.0147059
75 77 0.0116279
76 77 0.0116279
938 939 0.0833333
938 940 0.0526316
939 940 0.0526316
941 942 0.03125
512 943 0.2
944 638 0.0625
944 945 0.0121951
638 945 0.0121951
541 540 0.9
140 311 0.125
946 947 0.9
946 409 0.0357143
947 409 0.0357143
948 949 0.5
948 950 0.015625
949 950 0.015625
806 807 0.0666667
806 808 0.0625
807 808 0.0625
951 952 0.125
629 953 0.0185185
954 608 0.00909091
31 32 0.0588235
31 33 0.03125
32 33 0.03125
219 220 0.0833333
267 159 0.0175439
267 45 0.5
159 45 0.5
955 956 0.125
110 112 0.0357143
521 67 0.2
521 957 0.125
67 957 0.125
954 608 0.00909091
507 958 0.111111
507 959 0.0263158
958 959 0.0263158
18 80 0.0153846
283 361 0.047619
283 122 0.0151515
361 122 0.0151515
960 961 0.9
631 962 0.9
26 27 0.00952381
220 567 0.0555556
220 568 0.25
567 568 0.25
207 208 0.333333
207 963 0.25
207 210 0.0163934
208 963 0.25
208 210 0.0163934
963 210 0.0163934
932 606 0.0138889
964 965 0.9
267 966 0.2
267 268 0.0333333
966 268 0.0333333
131 46 0.0222222
331 74 0.0416667
331 645 0.0909091
74 645 0.0909091
295 26 0.037037
401 967 0.2
510 511 0.0344828
69 70 0.125
954 608 0.00909091
236 968 0.5
206 100 0.00662252
866 886 0.5
969 970 0.166667
969 971 0.111111
969 972 0.0769231
970 971 0.111111
970 972 0.0769231
971 972 0.0769231
872 873 0.0666667
415 416 0.0294118
973 974 0.166667
478 975 0.0909091
976 977 0.2
227 881 0.125
978 979 0.9
978 980 0.333333
979 980 0.333333
241 242 0.025
981 982 0.0666667
338 360 0.5
338 337 0.25
338 983 0.333333
360 337 0.25
360 983 0.333333
337 983 0.333333
131 133 0.0138889
131 134 0.0125
131 46 0.0222222
133 134 0.0125
133 46 0.0222222
134 46 0.0222222
459 92 0.027027
459 119 0.142857
459 120 0.027027
92 119 0.142857
92 120 0.027027
119 120 0.027027
984 985 0.037037
624 627 0.0384615
326 327 0.142857
744 745 0.1
726 986 0.9
987 823 0.1
988 381 0.0833333
988 315 0.0196078
381 315 0.0196078
832 833 0.0416667
832 834 0.0188679
833 834 0.0188679
693 989 0.0714286
408 409 0.0357143
408 57 0.0625
409 57 0.0625
990 991 0.027027
992 907 0.25
993 994 0.5
993 995 0.2
994 995 0.2
996 997 0.25
998 999 0.222222
1000 1001 0.9
1002 1003 0.9
1002 1004 0.5
1003 1004 0.5
1005 1006 0.9
1005 1007 0.5
1005 1008 0.333333
1005 680 0.2
1006 1007 0.5
1006 1008 0.333333
1006 680 0.2
1007 1008 0.333333
1007 680 0.2
1008 680 0.2
1009 923 0.25
1010 1011 0.9
1010 1012 0.333333
1011 1012 0.333333
1013 1014 0.166667
1015 1016 0.9
1017 1018 0.0333333
494 1019 0.125
494 495 0.166667
494 196 0.0833333
494 197 0.111111
1019 495 0.166667
1019 196 0.0833333
1019 197 0.111111
495 196 0.0833333
495 197 0.111111
196 197 0.111111
1020 1021 0.25
1022 1023 0.0666667
68 100 0.00662252
31 158 0.0555556
1024 562 0.0113636
0 1 0.037037
715 702 0.142857
299 99 0.00917431
1025 27 0.00952381
1026 884 0.03125
1027 457 0.0153846
863 696 0.142857
713 714 0.2
506 1028 0.9
506 1029 0.111111
1028 1029 0.111111
1030 1031 0.027027
1030 1032 0.0135135
1031 1032 0.0135135
502 258 0.05
303 1033 0.5
303 1034 0.333333
1033 1034 0.333333
1035 1036 0.125
1035 1037 0.0714286
1035 1038 0.0416667
1036 1037 0.0714286
1036 1038 0.0416667
1037 1038 0.0416667
1039 1040 0.2
1041 696 0.142857
646 1042 0.9
1043 661 0.0277778
1044 284 0.0833333
1045 1046 0.0625
1045 1047 0.0769231
1045 76 0.0147059
1046 1047 0.0769231
1046 76 0.0147059
1047 76 0.0147059
535 536 0.016129
535 1048 0.142857
536 1048 0.142857
1049 535 0.0227273
1049 536 0.016129
535 536 0.016129
1050 1051 0.0555556
235 133 0.0138889
939 1052 0.333333
60 61 0.0333333
60 171 0.037037
61 171 0.037037
265 1053 0.333333
265 266 0.00675676
1053 266 0.00675676
1054 606 0.0138889
1054 1055 0.25
606 1055 0.25
1033 1056 0.25
225 226 0.0384615
1057 1058 0.285714
589 590 0.0666667
589 591 0.142857
590 591 0.142857
1059 553 0.0135135
1059 555 0.05
1059 1060 0.010989
553 555 0.05
553 1060 0.010989
555 1060 0.010989
1033 1056 0.25
233 1061 0.333333
274 275 0.0526316
411 412 0.00900901
944 638 0.0625
944 639 0.00442478
944 945 0.0121951
638 639 0.00442478
638 945 0.0121951
639 945 0.0121951
69 70 0.125
1062 1063 0.25
1062 111 0.0163934
1062 316 0.0344828
1063 111 0.0163934
1063 316 0.0344828
111 316 0.0344828
1064 1033 0.5
1064 1065 0.5
1033 1065 0.5
1066 1067 0.0666667
1033 1068 0.9
1069 1070 0.9
268 1071 0.9
268 1072 0.5
1071 1072 0.5
1073 1074 0.0526316
80 94 0.0769231
1075 1076 0.9
403 404 0.1
1074 1073 0.125
689 690 0.0588235
689 475 0.0588235
690 475 0.0588235
607 608 0.00909091
1077 423 0.027027
248 249 0.0444444
141 142 0.030303
141 143 0.015625
142 143 0.015625
84 85 0.0277778
1078 1079 0.5
326 643 0.5
326 327 0.142857
326 1080 0.142857
643 327 0.142857
643 1080 0.142857
327 1080 0.142857
340 189 0.142857
340 341 0.0333333
189 341 0.0333333
1081 807 0.0666667
1082 35 0.333333
219 347 0.1
523 1083 0.9
337 338 0.25
337 339 0.142857
338 339 0.142857
1084 429 0.5
1084 1085 0.5
1084 1086 0.111111
429 1085 0.5
429 1086 0.111111
1085 1086 0.111111
1087 1088 0.9
782 784 0.0108696
1089 409 0.0357143
566 634 0.0119048
1090 1091 0.9
1090 1092 0.1
1091 1092 0.1
1093 1094 0.02
1095 1096 0.333333
1095 1097 0.333333
1096 1097 0.333333
793 794 0.0666667
700 701 0.125
700 604 0.0232558
701 604 0.0232558
334 601 0.125
1098 1099 0.142857
428 275 0.0526316
657 162 0.111111
421 422 0.05
421 1100 0.25
421 1101 0.142857
421 1102 0.047619
421 1103 0.0120482
422 1100 0.25
422 1101 0.142857
422 1102 0.047619
422 1103 0.0120482
1100 1101 0.142857
1100 1102 0.047619
1100 1103 0.0120482
1101 1102 0.047619
1101 1103 0.0120482
1102 1103 0.0120482
421 422 0.05
421 1100 0.25
421 1101 0.142857
421 1102 0.047619
421 1103 0.0120482
422 1100 0.25
422 1101 0.142857
422 1102 0.047619
422 1103 0.0120482
1100 1101 0.142857
1100 1102 0.047619
1100 1103 0.0120482
1101 1102 0.047619
1101 1103 0.0120482
1102 1103 0.0120482
248 249 0.0222222
515 516 0.125
1104 1105 0.333333
1106 1107 0.9
1108 1109 0.0909091
992 907 0.25
1110 1111 0.9
1112 1113 0.9
1114 1115 0.0384615
1114 1116 0.25
1114 1117 0.111111
1114 1118 0.111111
1115 1116 0.25
1115 1117 0.111111
1115 1118 0.111111
1116 1117 0.111111
1116 1118 0.111111
1117 1118 0.111111
1119 1120 0.2
1121 1122 0.333333
1123 680 0.2
1124 1125 0.333333
1126 1127 0.0909091
1128 1129 0.9
1130 1131 0.9
842 844 0.0909091
842 845 0.047619
844 845 0.047619
1132 1133 0.0555556
1134 1135 0.5
1136 1137 0.333333
1136 1138 0.0769231
1137 1138 0.0769231
1139 1140 0.9
1141 1142 0.9
1141 1143 0.125
1142 1143 0.125
69 70 0.125
1144 1145 0.5
1144 1146 0.0625
1144 1147 0.1
1145 1146 0.0625
1145 1147 0.1
1146 1147 0.1
1148 1149 0.9
129 539 0.025641
129 1150 0.5
539 1150 0.5
638 639 0.00442478
236 968 0.5
624 626 0.0149254
624 627 0.0384615
626 627 0.0384615
274 275 0.0526316
1151 1152 0.166667
437 438 0.0909091
437 771 0.0769231
438 771 0.0769231
1153 1154 0.0434783
283 122 0.0151515
1155 1156 0.03125
1155 1157 0.5
1156 1157 0.5
1158 601 0.125
1159 152 0.03125
1159 631 0.142857
152 631 0.142857
86 725 0.0526316
86 27 0.00952381
725 27 0.00952381
636 247 0.00833333
1160 1023 0.0666667
1160 1161 0.5
1023 1161 0.5
1162 230 0.0212766
419 420 0.0588235
16 1163 0.5
16 1164 0.0833333
1163 1164 0.0833333
155 10 0.0555556
155 3 0.0526316
155 12 0.0138889
10 3 0.0526316
10 12 0.0138889
3 12 0.0138889
73 361 0.047619
1165 507 0.111111
284 286 0.0454545
1166 1167 0.333333
1166 1168 0.5
1167 1168 0.5
1169 1170 0.9
1171 36 0.030303
1171 1172 0.0526316
36 1172 0.0526316
1173 1174 0.0526316
1175 26 0.037037
1175 661 0.0277778
26 661 0.0277778
298 1176 0.333333
298 1177 0.166667
298 1178 0.0769231
298 1179 0.05
1176 1177 0.166667
1176 1178 0.0769231
1176 1179 0.05
1177 1178 0.0769231
1177 1179 0.05
1178 1179 0.05
1180 1181 0.9
401 967 0.2
571 572 0.025641
571 573 0.0769231
572 573 0.0769231
21 22 0.0555556
89 563 0.0526316
89 706 0.0357143
89 707 0.030303
563 706 0.0357143
563 707 0.030303
706 707 0.030303
1182 1183 0.25
1184 1185 0.9
1186 1187 0.9
1188 1189 0.0714286
274 275 0.0526316
1190 1191 0.25
78 79 0.0666667
1192 1193 0.0212766
1194 1092 0.1
149 349 0.0588235
149 1195 0.0769231
149 488 0.05
349 1195 0.0769231
349 488 0.05
1195 488 0.05
590 1196 0.0909091
62 335 0.0625
1197 1198 0.030303
206 100 0.00662252
1199 1200 0.9
946 236 0.0232558
523 165 0.25
523 524 0.0454545
523 166 0.0555556
165 524 0.0454545
165 166 0.0555556
524 166 0.0555556
1201 940 0.0526316
1202 1153 0.0909091
1202 1203 0.125
1153 1203 0.125
196 197 0.222222
196 1019 0.125
1204 110 0.142857
1204 831 0.333333
1204 388 0.111111
110 831 0.333333
110 388 0.111111
831 388 0.111111
507 1205 0.9
116 218 0.0588235
1206 1207 0.0909091
616 617 0.0714286
450 476 0.25
871 553 0.0135135
771 1208 0.037037
1209 1210 0.0833333
1211 1212 0.9
1211 1213 0.5
1212 1213 0.5
1214 1215 0.0666667
1216 1217 0.9
1218 1219 0.166667
1220 1221 0.03125
1062 1063 0.25
1062 316 0.0344828
1062 111 0.0163934
1063 316 0.0344828
1063 111 0.0163934
316 111 0.0163934
47 320 0.0416667
1222 1223 0.333333
1057 1058 0.142857
1224 1225 0.2
1226 1227 0.142857
1228 1229 0.5
1230 1231 0.9
1230 911 0.1
1231 911 0.1
1232 1233 0.166667
1124 1125 0.333333
1234 1235 0.9
1236 1237 0.5
1236 1238 0.0384615
1237 1238 0.0384615
1239 1240 0.111111
1241 1238 0.0384615
1241 1242 0.0625
1238 1242 0.0625
1243 1013 0.9
1243 1014 0.166667
1243 1244 0.333333
1013 1014 0.166667
1013 1244 0.333333
1014 1244 0.333333
587 588 0.111111
436 144 0.2
103 357 0.037037
631 632 0.0263158
1245 1246 0.5
1247 1248 0.9
1247 1249 0.5
1248 1249 0.5
1250 124 0.0238095
1250 562 0.0113636
1250 751 0.047619
124 562 0.0113636
124 751 0.047619
562 751 0.047619
1251 1210 0.0833333
1252 1253 0.9
1252 1254 0.5
1253 1254 0.5
1255 1256 0.03125
200 1257 0.0172414
200 131 0.00411523
200 134 0.0125
200 784 0.0108696
1257 131 0.00411523
1257 134 0.0125
1257 784 0.0108696
131 134 0.0125
131 784 0.0108696
134 784 0.0108696
499 111 0.0163934
499 500 0.0714286
111 500 0.0714286
326 327 0.142857
326 1080 0.142857
327 1080 0.142857
408 57 0.0625
1020 1021 0.25
1258 48 0.0285714
1098 1099 0.142857
141 142 0.030303
141 143 0.015625
142 143 0.015625
267 624 0.0212766
267 626 0.0149254
624 626 0.0149254
1259 1260 0.2
804 296 0.0344828
267 235 0.0833333
267 133 0.0138889
267 134 0.0125
267 705 0.0078125
235 133 0.0138889
235 134 0.0125
235 705 0.0078125
133 134 0.0125
133 705 0.0078125
134 705 0.0078125
1024 562 0.0113636
512 513 0.0666667
512 514 0.0185185
512 440 0.0188679
513 514 0.0185185
513 440 0.0188679
514 440 0.0188679
305 1261 0.333333
305 1262 0.25
1261 1262 0.25
954 1263 0.047619
1264 1265 0.5
1266 1267 0.166667
1266 1268 0.0833333
1267 1268 0.0833333
75 76 0.0147059
75 77 0.0116279
76 77 0.0116279
1269 1270 0.5
1271 459 0.0833333
1272 324 0.0526316
1272 325 0.0344828
324 325 0.0344828
364 231 0.0322581
110 112 0.0357143
1273 299 0.047619
66 1215 0.0666667
66 874 0.0833333
1215 874 0.0833333
51 818 0.0666667
51 819 0.0769231
818 819 0.0769231
948 950 0.015625
317 1274 0.9
317 111 0.0163934
1274 111 0.0163934
111 374 0.142857
111 375 0.0333333
374 375 0.0333333
1049 535 0.0227273
1049 536 0.016129
535 536 0.016129
1275 1276 0.5
1165 1277 0.0909091
1165 1278 0.5
1277 1278 0.5
336 802 0.142857
336 151 0.0416667
336 152 0.03125
336 154 0.0105263
802 151 0.0416667
802 152 0.03125
802 154 0.0105263
151 152 0.03125
151 154 0.0105263
152 154 0.0105263
1279 1280 0.9
1281 1282 0.0384615
107 108 0.0714286
1283 1284 0.333333
638 1285 0.111111
638 1286 0.0454545
1285 1286 0.0454545
944 638 0.0625
944 639 0.00442478
944 945 0.0121951
638 639 0.00442478
638 945 0.0121951
639 945 0.0121951
746 1287 0.5
60 61 0.0333333
16 1163 0.5
16 1164 0.0833333
1163 1164 0.0833333
1288 302 0.0769231
47 319 0.142857
1289 244 0.111111
1289 243 0.1
244 243 0.1
1290 1291 0.2
1290 1292 0.00900901
1290 883 0.0222222
1290 559 0.00819672
1291 1292 0.00900901
1291 883 0.0222222
1291 559 0.00819672
1292 883 0.0222222
1292 559 0.00819672
883 559 0.00819672
82 585 0.0588235
126 698 0.25
126 1293 0.5
698 1293 0.5
200 131 0.00411523
200 50 0.0909091
200 46 0.0222222
131 50 0.0909091
131 46 0.0222222
50 46 0.0222222
1294 1295 0.0833333
1294 1296 0.047619
1295 1296 0.047619
1297 488 0.05
1297 1298 0.25
488 1298 0.25
169 170 0.0606061
169 705 0.0078125
169 1299 0.1
170 705 0.0078125
170 1299 0.1
705 1299 0.1
429 759 0.111111
429 1105 0.333333
759 1105 0.333333
1300 1301 0.9
1300 538 0.25
1300 1302 0.05
1301 538 0.25
1301 1302 0.05
538 1302 0.05
1303 1304 0.125
1303 1305 0.25
1304 1305 0.25
1305 375 0.0666667
1303 1305 0.25
1303 375 0.0333333
1305 375 0.0333333
1306 1307 0.333333
1306 770 0.0588235
1306 1308 0.0526316
1307 770 0.0588235
1307 1308 0.0526316
770 1308 0.0526316
86 725 0.0526316
1309 403 0.0769231
1309 1310 0.2
403 1310 0.2
638 1311 0.111111
638 639 0.00442478
1311 639 0.00442478
512 639 0.00442478
552 519 0.0181818
413 699 0.5
1312 1313 0.0285714
1314 1315 0.9
1316 1317 0.9
1316 741 0.0277778
1317 741 0.0277778
334 535 0.0227273
334 601 0.125
535 601 0.125
426 1318 0.0333333
426 427 0.111111
1318 427 0.111111
589 590 0.0666667
589 591 0.142857
590 591 0.142857
1319 1320 0.2
1321 1322 0.9
1323 1324 0.333333
1325 1326 0.5
1327 1328 0.2
1329 1330 0.9
842 844 0.0909091
842 845 0.047619
844 845 0.047619
1331 1133 0.0555556
1332 848 0.9
1333 1334 0.9
1335 1336 0.5
1335 1337 0.1
1336 1337 0.1
1338 1242 0.0625
1338 1339 0.0666667
1242 1339 0.0666667
1340 1341 0.9
1342 1343 0.333333
1342 1344 0.111111
1342 1345 0.05
1343 1344 0.111111
1343 1345 0.05
1344 1345 0.05
1346 1347 0.25
1346 1348 0.166667
1347 1348 0.166667
1349 1350 0.333333
1351 1352 0.0909091
1351 1353 0.0416667
1352 1353 0.0416667
879 880 0.047619
512 614 0.142857
512 615 0.0769231
614 615 0.0769231
583 584 0.111111
1354 95 0.0909091
1355 80 0.0153846
1275 1276 0.5
1356 1357 0.2
264 74 0.0416667
1358 1359 0.142857
1360 956 0.125
1361 1362 0.25
826 827 0.0526316
713 714 0.2
713 1363 0.0833333
714 1363 0.0833333
518 552 0.2
518 519 0.0181818
552 519 0.0181818
1364 1365 0.9
575 535 0.0227273
1366 1358 0.125
42 1367 0.9
1255 1256 0.03125
512 440 0.0188679
1368 561 0.5
1368 562 0.0113636
561 562 0.0113636
1369 231 0.0322581
1369 721 0.0333333
231 721 0.0333333
1370 1283 0.25
832 833 0.0416667
832 834 0.0188679
833 834 0.0188679
167 129 0.0434783
167 168 0.0212766
129 168 0.0212766
542 1044 0.0666667
523 165 0.25
523 524 0.0454545
523 166 0.0555556
165 524 0.0454545
165 166 0.0555556
524 166 0.0555556
173 174 0.0232558
1033 1057 0.2
1033 1058 0.142857
1057 1058 0.142857
295 1371 0.333333
198 199 0.0833333
1372 1373 0.9
695 712 0.0714286
1374 1375 0.125
1084 1376 0.5
1084 1086 0.111111
1376 1086 0.111111
1377 1378 0.0526316
308 1379 0.0322581
793 346 0.0416667
793 562 0.0113636
346 562 0.0113636
281 282 0.125
1202 1153 0.0909091
1202 1203 0.125
1153 1203 0.125
1202 1153 0.0909091
1202 1203 0.125
1153 1203 0.125
711 459 0.0833333
711 92 0.027027
711 120 0.027027
459 92 0.027027
459 120 0.027027
92 120 0.027027
1380 1381 0.9
1382 1383 0.2
1030 1031 0.027027
1030 1032 0.0135135
1031 1032 0.0135135
1384 92 0.027027
740 100 0.00662252
224 1385 0.5
224 1386 0.5
224 1387 0.0909091
1385 1386 0.5
1385 1387 0.0909091
1386 1387 0.0909091
799 800 0.025
1022 1388 0.9
1022 1389 0.125
1388 1389 0.125
1096 1097 0.333333
1390 354 0.012987
987 1391 0.166667
200 131 0.00411523
200 50 0.0909091
200 46 0.0222222
131 50 0.0909091
131 46 0.0222222
50 46 0.0222222
556 1392 0.0238095
753 754 0.0357143
1033 1056 0.25
758 56 0.0181818
638 1311 0.111111
638 639 0.00442478
1311 639 0.00442478
1393 1257 0.0172414
1393 1394 0.015873
1257 1394 0.015873
37 38 0.0714286
37 1395 0.5
37 1396 0.333333
38 1395 0.5
38 1396 0.333333
1395 1396 0.333333
37 1397 0.9
1398 1399 0.5
936 1400 0.142857
936 1401 0.0666667
1400 1401 0.0666667
89 563 0.0526316
89 706 0.0357143
89 707 0.030303
563 706 0.0357143
563 707 0.030303
706 707 0.030303
1402 1403 0.25
658 124 0.0238095
192 193 0.125
192 667 0.025
193 667 0.025
485 486 0.0434783
485 487 0.0172414
486 487 0.0172414
244 466 0.5
244 467 0.25
244 468 0.0588235
466 467 0.25
466 468 0.0588235
467 468 0.0588235
1404 1405 0.0555556
1404 1406 0.0833333
1404 1407 0.0714286
1405 1406 0.0833333
1405 1407 0.0714286
1406 1407 0.0714286
233 92 0.027027
1408 1409 0.9
1408 1410 0.0769231
1409 1410 0.0769231
1232 1233 0.166667
1411 1327 0.0357143
1412 1413 0.0769231
1412 1414 0.125
1413 1414 0.125
998 999 0.111111
1415 1416 0.9
1117 1116 0.25
1117 1118 0.111111
1117 1115 0.0384615
1116 1118 0.111111
1116 1115 0.0384615
1118 1115 0.0384615
1417 1418 0.9
1417 1327 0.0357143
1418 1327 0.0357143
1419 1420 0.9
1420 1421 0.9
1420 1422 0.5
1420 1423 0.333333
1420 1424 0.25
1420 1425 0.142857
1420 1426 0.166667
1421 1422 0.5
1421 1423 0.333333
1421 1424 0.25
1421 1425 0.142857
1421 1426 0.166667
1422 1423 0.333333
1422 1424 0.25
1422 1425 0.142857
1422 1426 0.166667
1423 1424 0.25
1423 1425 0.142857
1423 1426 0.166667
1424 1425 0.142857
1424 1426 0.166667
1425 1426 0.166667
1427 1428 0.5
1429 1430 0.5
454 21 0.0454545
454 22 0.0555556
21 22 0.0555556
37 38 0.0714286
37 1377 0.0384615
37 1378 0.0526316
38 1377 0.0384615
38 1378 0.0526316
1377 1378 0.0526316
72 1431 0.0333333
647 648 0.0625
1432 195 0.0238095
1432 1433 0.25
195 1433 0.25
196 1019 0.125
1434 1435 0.142857
1434 690 0.0588235
1435 690 0.0588235
863 1436 0.333333
863 1437 0.25
1436 1437 0.25
1062 1063 0.25
1062 111 0.0163934
1062 316 0.0344828
1063 111 0.0163934
1063 316 0.0344828
111 316 0.0344828
66 345 0.333333
66 653 0.03125
66 346 0.0416667
345 653 0.03125
345 346 0.0416667
653 346 0.0416667
136 135 0.0227273
722 723 0.166667
722 1438 0.333333
722 724 0.0322581
723 1438 0.333333
723 724 0.0322581
1438 724 0.0322581
744 745 0.1
1439 1440 0.9
502 258 0.05
592 593 0.0714286
592 8 0.0128205
592 9 0.01
593 8 0.0128205
593 9 0.01
8 9 0.01
793 346 0.0416667
793 562 0.0113636
346 562 0.0113636
39 37 0.0526316
1441 1442 0.9
1441 1443 0.142857
1441 1444 0.333333
1442 1443 0.142857
1442 1444 0.333333
1443 1444 0.333333
1445 149 0.166667
1445 1446 0.2
149 1446 0.2
